transaction_id, amount, timestamp, category, status, discount, discounted_amount, year, month, rank
64, 290.1, 2023-09-12, A, completed, 0.18, 237.88, 2023, 9, 64
65, 195.92, 2023-09-13, B, completed, 0.14, 168.49, 2023, 9, 65
66, 363.89, 2023-09-29, C, pending, 0.17, 302.03, 2023, 9, 66
67, 212.94, 2023-09-14, A, completed, 0.25, 159.7, 2023, 9, 67
68, 486.91, 2023-09-7, C, completed, 0.17, 404.14, 2023, 9, 68
69, 212.16, 2023-09-28, A, failed, 0.13, 184.58, 2023, 9, 69
70, 251.41, 2023-09-1, B, failed, 0.18, 206.16, 2023, 9, 70
71, 240.12, 2023-09-25, C, completed, 0.17, 199.3, 2023, 9, 71
72, 320.34, 2023-09-10, C, failed, 0.15, 272.29, 2023, 9, 72
73, 271.55, 2023-09-20, B, completed, 0.24, 206.38, 2023, 9, 73
74, 341.61, 2023-09-29, A, pending, 0.1, 307.45, 2023, 9, 74
75, 225.81, 2023-09-17, C, completed, 0.12, 198.71, 2023, 9, 75
76, 409.72, 2023-09-20, C, failed, 0.12, 360.55, 2023, 9, 76
77, 492.14, 2023-09-8, C, failed, 0.21, 388.79, 2023, 9, 77
78, 197.01, 2023-09-18, B, pending, 0.14, 169.43, 2023, 9, 78
79, 344.77, 2023-09-26, C, failed, 0.27, 251.68, 2023, 9, 79
80, 423.71, 2023-09-27, B, failed, 0.14, 364.39, 2023, 9, 80
81, 167.53, 2023-09-28, C, pending, 0.28, 120.62, 2023, 9, 81
82, 499.86, 2023-09-30, C, failed, 0.28, 359.9, 2023, 9, 82
83, 338.59, 2023-09-30, C, failed, 0.13, 294.57, 2023, 9, 83
84, 470.23, 2023-09-1, A, failed, 0.12, 413.8, 2023, 9, 84
85, 161.47, 2023-09-5, C, completed, 0.19, 130.79, 2023, 9, 85
86, 128.39, 2023-09-5, B, pending, 0.19, 104.0, 2023, 9, 86
87, 309.09, 2023-09-10, A, pending, 0.17, 256.54, 2023, 9, 87
88, 339.23, 2023-09-14, B, failed, 0.2, 271.38, 2023, 9, 88
89, 329.65, 2023-09-10, A, failed, 0.19, 267.02, 2023, 9, 89
90, 397.7, 2023-09-20, A, failed, 0.29, 282.37, 2023, 9, 90
91, 486.49, 2023-09-24, B, completed, 0.23, 374.6, 2023, 9, 91
92, 231.58, 2023-09-1, C, completed, 0.23, 178.32, 2023, 9, 92
93, 394.36, 2023-09-17, B, failed, 0.14, 339.15, 2023, 9, 93
94, 150.57, 2023-09-28, B, pending, 0.25, 112.93, 2023, 9, 94
95, 496.88, 2023-09-22, B, completed, 0.3, 347.82, 2023, 9, 95
96, 318.07, 2023-09-12, B, pending, 0.22, 248.09, 2023, 9, 96
97, 261.38, 2023-09-28, A, pending, 0.12, 230.01, 2023, 9, 97
98, 213.48, 2023-09-30, A, pending, 0.14, 183.59, 2023, 9, 98
99, 430.82, 2023-09-26, A, completed, 0.19, 348.96, 2023, 9, 99
100, 137.64, 2023-09-22, B, completed, 0.22, 107.36, 2023, 9, 100
101, 346.79, 2023-09-11, A, pending, 0.19, 280.9, 2023, 9, 101
102, 477.07, 2023-09-25, C, completed, 0.11, 424.59, 2023, 9, 102
103, 132.41, 2023-09-20, A, completed, 0.24, 100.63, 2023, 9, 103
104, 120.05, 2023-09-24, C, failed, 0.11, 106.84, 2023, 9, 104
105, 150.33, 2023-09-16, C, failed, 0.27, 109.74, 2023, 9, 105
106, 473.84, 2023-09-23, C, completed, 0.26, 350.64, 2023, 9, 106
107, 115.52, 2023-09-27, B, completed, 0.27, 84.33, 2023, 9, 107
108, 212.77, 2023-09-3, B, completed, 0.15, 180.85, 2023, 9, 108
109, 363.18, 2023-09-30, A, failed, 0.21, 286.91, 2023, 9, 109
110, 185.2, 2023-09-27, A, completed, 0.18, 151.86, 2023, 9, 110
111, 136.48, 2023-09-4, C, completed, 0.25, 102.36, 2023, 9, 111
112, 324.18, 2023-09-1, C, failed, 0.25, 243.13, 2023, 9, 112
113, 126.55, 2023-09-5, C, failed, 0.27, 92.38, 2023, 9, 113
114, 495.18, 2023-09-5, A, completed, 0.25, 371.38, 2023, 9, 114
115, 483.52, 2023-09-5, A, pending, 0.16, 406.16, 2023, 9, 115
116, 271.73, 2023-09-6, B, failed, 0.22, 211.95, 2023, 9, 116
117, 151.76, 2023-09-2, C, completed, 0.22, 118.37, 2023, 9, 117
118, 227.07, 2023-09-11, B, completed, 0.12, 199.82, 2023, 9, 118
119, 335.56, 2023-09-21, A, pending, 0.18, 275.16, 2023, 9, 119
120, 273.38, 2023-09-20, C, completed, 0.18, 224.17, 2023, 9, 120
121, 120.63, 2023-09-10, B, completed, 0.16, 101.33, 2023, 9, 121
122, 395.41, 2023-09-29, B, failed, 0.26, 292.6, 2023, 9, 122
123, 466.1, 2023-09-22, B, failed, 0.29, 330.93, 2023, 9, 123
124, 150.58, 2023-09-9, B, failed, 0.16, 126.49, 2023, 9, 124
125, 334.5, 2023-09-1, C, pending, 0.22, 260.91, 2023, 9, 125
126, 268.69, 2023-09-21, B, pending, 0.21, 212.27, 2023, 9, 126
127, 448.79, 2023-09-8, B, completed, 0.19, 363.52, 2023, 9, 127
128, 231.52, 2023-09-19, B, failed, 0.24, 175.96, 2023, 9, 128
129, 475.43, 2023-09-15, C, pending, 0.24, 361.33, 2023, 9, 129
130, 334.47, 2023-09-28, C, pending, 0.18, 274.27, 2023, 9, 130
131, 220.04, 2023-09-20, B, completed, 0.25, 165.03, 2023, 9, 131
132, 188.95, 2023-09-19, A, completed, 0.14, 162.5, 2023, 9, 132
133, 428.46, 2023-09-3, A, pending, 0.11, 381.33, 2023, 9, 133
134, 426.94, 2023-09-24, B, pending, 0.23, 328.74, 2023, 9, 134
135, 143.08, 2023-09-13, A, completed, 0.19, 115.89, 2023, 9, 135
136, 118.45, 2023-09-5, B, completed, 0.27, 86.47, 2023, 9, 136
137, 452.72, 2023-09-18, C, completed, 0.26, 335.01, 2023, 9, 137
138, 370.68, 2023-09-1, C, pending, 0.16, 311.37, 2023, 9, 138
139, 133.79, 2023-09-11, B, pending, 0.29, 94.99, 2023, 9, 139
140, 229.01, 2023-09-24, A, completed, 0.19, 185.5, 2023, 9, 140
141, 487.03, 2023-09-24, C, pending, 0.24, 370.14, 2023, 9, 141
142, 164.35, 2023-09-22, B, completed, 0.18, 134.77, 2023, 9, 142
143, 393.53, 2023-09-3, C, failed, 0.2, 314.82, 2023, 9, 143
144, 393.43, 2023-09-1, A, completed, 0.27, 287.2, 2023, 9, 144
145, 451.33, 2023-09-11, A, failed, 0.25, 338.5, 2023, 9, 145
146, 265.52, 2023-09-10, A, pending, 0.21, 209.76, 2023, 9, 146
147, 169.88, 2023-09-17, B, completed, 0.21, 134.21, 2023, 9, 147
148, 469.47, 2023-09-4, B, pending, 0.11, 417.83, 2023, 9, 148
149, 417.54, 2023-09-25, B, pending, 0.13, 363.26, 2023, 9, 149
150, 288.16, 2023-09-19, C, pending, 0.29, 204.59, 2023, 9, 150
151, 262.38, 2023-09-30, B, pending, 0.17, 217.78, 2023, 9, 151
152, 324.12, 2023-09-7, C, pending, 0.16, 272.26, 2023, 9, 152
153, 249.52, 2023-09-29, A, pending, 0.17, 207.1, 2023, 9, 153
154, 288.2, 2023-09-23, A, completed, 0.14, 247.85, 2023, 9, 154
155, 342.01, 2023-09-4, B, completed, 0.19, 277.03, 2023, 9, 155
156, 114.74, 2023-09-2, A, completed, 0.27, 83.76, 2023, 9, 156
157, 402.41, 2023-09-25, A, pending, 0.26, 297.78, 2023, 9, 157
158, 262.34, 2023-09-21, A, pending, 0.27, 191.51, 2023, 9, 158
159, 302.41, 2023-09-30, B, failed, 0.21, 238.9, 2023, 9, 159
160, 235.62, 2023-09-25, A, pending, 0.16, 197.92, 2023, 9, 160
161, 405.47, 2023-09-27, A, completed, 0.27, 295.99, 2023, 9, 161
162, 400.62, 2023-09-28, B, completed, 0.25, 300.47, 2023, 9, 162
163, 431.71, 2023-09-13, C, pending, 0.26, 319.47, 2023, 9, 163
164, 173.17, 2023-09-17, B, pending, 0.18, 142.0, 2023, 9, 164
165, 422.99, 2023-09-30, A, failed, 0.29, 300.32, 2023, 9, 165
166, 338.8, 2023-09-24, A, pending, 0.16, 284.59, 2023, 9, 166
167, 454.29, 2023-09-26, A, pending, 0.3, 318.0, 2023, 9, 167
168, 232.68, 2023-09-5, A, pending, 0.23, 179.16, 2023, 9, 168
169, 162.54, 2023-09-30, A, completed, 0.28, 117.03, 2023, 9, 169
170, 299.29, 2023-09-6, A, pending, 0.22, 233.45, 2023, 9, 170
171, 350.29, 2023-09-3, C, pending, 0.29, 248.71, 2023, 9, 171
172, 461.36, 2023-09-10, A, failed, 0.13, 401.38, 2023, 9, 172
173, 441.47, 2023-09-21, C, completed, 0.27, 322.27, 2023, 9, 173
174, 430.06, 2023-09-11, C, failed, 0.24, 326.85, 2023, 9, 174
175, 494.08, 2023-09-30, C, failed, 0.16, 415.03, 2023, 9, 175
176, 316.29, 2023-09-3, A, completed, 0.26, 234.05, 2023, 9, 176
177, 390.79, 2023-09-28, C, pending, 0.18, 320.45, 2023, 9, 177
178, 368.7, 2023-09-7, A, pending, 0.12, 324.46, 2023, 9, 178
179, 190.78, 2023-09-7, C, completed, 0.17, 158.35, 2023, 9, 179
180, 120.71, 2023-09-14, B, completed, 0.19, 97.78, 2023, 9, 180
181, 145.02, 2023-09-26, B, pending, 0.29, 102.96, 2023, 9, 181
182, 438.07, 2023-09-29, C, pending, 0.26, 324.17, 2023, 9, 182
183, 400.12, 2023-09-13, B, failed, 0.16, 336.1, 2023, 9, 183
184, 423.84, 2023-09-12, B, completed, 0.24, 322.12, 2023, 9, 184
185, 471.62, 2023-09-8, A, completed, 0.28, 339.57, 2023, 9, 185
186, 374.08, 2023-09-3, C, pending, 0.3, 261.86, 2023, 9, 186
187, 443.92, 2023-09-14, C, completed, 0.22, 346.26, 2023, 9, 187
188, 348.37, 2023-09-9, A, pending, 0.11, 310.05, 2023, 9, 188
189, 124.08, 2023-09-29, A, failed, 0.27, 90.58, 2023, 9, 189
190, 338.12, 2023-09-18, B, pending, 0.16, 284.02, 2023, 9, 190
191, 496.87, 2023-09-9, C, completed, 0.16, 417.37, 2023, 9, 191
192, 371.92, 2023-09-5, C, pending, 0.23, 286.38, 2023, 9, 192
193, 362.96, 2023-09-8, B, completed, 0.16, 304.89, 2023, 9, 193
194, 499.66, 2023-09-1, B, failed, 0.24, 379.74, 2023, 9, 194
195, 272.48, 2023-09-19, A, pending, 0.15, 231.61, 2023, 9, 195
196, 423.41, 2023-09-13, C, completed, 0.3, 296.39, 2023, 9, 196
197, 335.33, 2023-09-10, A, completed, 0.18, 274.97, 2023, 9, 197
198, 491.05, 2023-09-27, C, pending, 0.21, 387.93, 2023, 9, 198
199, 320.19, 2023-09-22, A, pending, 0.11, 284.97, 2023, 9, 199
200, 177.96, 2023-09-1, A, pending, 0.17, 147.71, 2023, 9, 200
201, 386.54, 2023-09-19, C, pending, 0.28, 278.31, 2023, 9, 201
202, 174.09, 2023-09-12, A, failed, 0.11, 154.94, 2023, 9, 202
203, 119.53, 2023-09-9, C, pending, 0.13, 103.99, 2023, 9, 203
204, 297.69, 2023-09-5, A, failed, 0.19, 241.13, 2023, 9, 204
205, 319.73, 2023-09-19, C, completed, 0.18, 262.18, 2023, 9, 205
206, 260.82, 2023-09-1, B, failed, 0.22, 203.44, 2023, 9, 206
207, 488.67, 2023-09-11, B, failed, 0.24, 371.39, 2023, 9, 207
208, 423.09, 2023-09-20, B, completed, 0.26, 313.09, 2023, 9, 208
209, 414.43, 2023-09-9, C, completed, 0.22, 323.26, 2023, 9, 209
210, 227.61, 2023-09-24, A, pending, 0.16, 191.19, 2023, 9, 210
211, 414.07, 2023-09-5, A, completed, 0.15, 351.96, 2023, 9, 211
212, 186.62, 2023-09-10, C, failed, 0.21, 147.43, 2023, 9, 212
213, 228.71, 2023-09-11, A, failed, 0.11, 203.55, 2023, 9, 213
214, 106.5, 2023-09-26, A, failed, 0.26, 78.81, 2023, 9, 214
215, 276.06, 2023-09-23, A, completed, 0.22, 215.33, 2023, 9, 215
216, 175.59, 2023-09-23, A, failed, 0.2, 140.47, 2023, 9, 216
217, 310.12, 2023-09-1, B, failed, 0.25, 232.59, 2023, 9, 217
218, 353.7, 2023-09-29, A, completed, 0.13, 307.72, 2023, 9, 218
219, 290.15, 2023-09-18, A, failed, 0.17, 240.82, 2023, 9, 219
220, 117.21, 2023-09-6, C, completed, 0.29, 83.22, 2023, 9, 220
221, 497.39, 2023-09-11, B, completed, 0.19, 402.89, 2023, 9, 221
222, 398.1, 2023-09-4, B, completed, 0.26, 294.59, 2023, 9, 222
223, 279.52, 2023-09-7, A, pending, 0.24, 212.44, 2023, 9, 223
224, 197.32, 2023-09-23, C, failed, 0.26, 146.02, 2023, 9, 224
225, 116.06, 2023-09-7, A, failed, 0.16, 97.49, 2023, 9, 225
226, 421.48, 2023-09-9, C, completed, 0.11, 375.12, 2023, 9, 226
227, 318.33, 2023-09-21, C, pending, 0.14, 273.76, 2023, 9, 227
228, 387.04, 2023-09-15, A, pending, 0.25, 290.28, 2023, 9, 228
229, 463.96, 2023-09-5, A, failed, 0.26, 343.33, 2023, 9, 229
230, 206.75, 2023-09-18, C, completed, 0.25, 155.06, 2023, 9, 230
231, 157.06, 2023-09-5, B, failed, 0.16, 131.93, 2023, 9, 231
232, 485.27, 2023-09-3, B, completed, 0.17, 402.77, 2023, 9, 232
233, 359.11, 2023-09-11, A, completed, 0.26, 265.74, 2023, 9, 233
234, 411.82, 2023-09-17, B, completed, 0.17, 341.81, 2023, 9, 234
235, 233.36, 2023-09-20, B, completed, 0.18, 191.36, 2023, 9, 235
236, 284.76, 2023-09-12, A, completed, 0.23, 219.27, 2023, 9, 236
237, 396.26, 2023-09-12, B, failed, 0.2, 317.01, 2023, 9, 237
238, 233.66, 2023-09-12, B, pending, 0.3, 163.56, 2023, 9, 238
239, 390.5, 2023-09-30, A, failed, 0.2, 312.4, 2023, 9, 239
240, 167.35, 2023-09-16, C, pending, 0.13, 145.59, 2023, 9, 240
241, 287.56, 2023-09-17, B, failed, 0.16, 241.55, 2023, 9, 241
242, 475.81, 2023-09-7, B, pending, 0.28, 342.58, 2023, 9, 242
243, 115.47, 2023-09-24, A, failed, 0.12, 101.61, 2023, 9, 243
244, 413.38, 2023-09-22, B, failed, 0.3, 289.37, 2023, 9, 244
245, 148.36, 2023-09-27, A, pending, 0.19, 120.17, 2023, 9, 245
246, 158.14, 2023-09-21, A, pending, 0.11, 140.74, 2023, 9, 246
247, 140.37, 2023-09-25, A, pending, 0.17, 116.51, 2023, 9, 247
248, 187.07, 2023-09-2, C, completed, 0.19, 151.53, 2023, 9, 248
249, 299.5, 2023-09-8, B, failed, 0.18, 245.59, 2023, 9, 249
250, 419.6, 2023-09-6, A, pending, 0.21, 331.48, 2023, 9, 250
251, 411.26, 2023-09-6, C, pending, 0.13, 357.8, 2023, 9, 251
252, 352.02, 2023-09-14, A, pending, 0.28, 253.45, 2023, 9, 252
253, 488.84, 2023-09-17, B, completed, 0.11, 435.07, 2023, 9, 253
254, 129.34, 2023-09-26, C, completed, 0.28, 93.12, 2023, 9, 254
255, 420.58, 2023-09-25, C, pending, 0.14, 361.7, 2023, 9, 255
256, 173.64, 2023-09-25, A, pending, 0.23, 133.7, 2023, 9, 256
257, 448.5, 2023-09-26, B, pending, 0.25, 336.38, 2023, 9, 257
258, 387.83, 2023-09-11, B, pending, 0.23, 298.63, 2023, 9, 258
259, 122.33, 2023-09-9, B, pending, 0.17, 101.53, 2023, 9, 259
260, 106.78, 2023-09-30, B, failed, 0.22, 83.29, 2023, 9, 260
261, 148.75, 2023-09-26, C, completed, 0.15, 126.44, 2023, 9, 261
262, 485.12, 2023-09-24, B, failed, 0.14, 417.2, 2023, 9, 262
263, 416.67, 2023-09-1, C, failed, 0.26, 308.34, 2023, 9, 263
264, 337.45, 2023-09-5, C, pending, 0.11, 300.33, 2023, 9, 264
265, 138.03, 2023-09-14, B, failed, 0.29, 98.0, 2023, 9, 265
266, 463.47, 2023-09-16, B, pending, 0.21, 366.14, 2023, 9, 266
267, 245.23, 2023-09-7, C, pending, 0.18, 201.09, 2023, 9, 267
268, 140.15, 2023-09-24, B, completed, 0.16, 117.73, 2023, 9, 268
269, 480.34, 2023-09-22, C, completed, 0.21, 379.47, 2023, 9, 269
270, 169.73, 2023-09-15, A, pending, 0.11, 151.06, 2023, 9, 270
271, 394.64, 2023-09-7, A, pending, 0.12, 347.28, 2023, 9, 271
272, 196.39, 2023-09-16, C, completed, 0.12, 172.82, 2023, 9, 272
273, 350.69, 2023-09-14, A, pending, 0.19, 284.06, 2023, 9, 273
274, 337.89, 2023-09-25, B, pending, 0.18, 277.07, 2023, 9, 274
275, 460.55, 2023-09-22, C, pending, 0.15, 391.47, 2023, 9, 275
276, 366.1, 2023-09-22, C, pending, 0.28, 263.59, 2023, 9, 276
277, 300.58, 2023-09-11, A, completed, 0.29, 213.41, 2023, 9, 277
278, 268.83, 2023-09-22, A, completed, 0.23, 207.0, 2023, 9, 278
279, 125.48, 2023-09-11, C, pending, 0.23, 96.62, 2023, 9, 279
280, 353.92, 2023-09-22, A, failed, 0.12, 311.45, 2023, 9, 280
281, 221.54, 2023-09-7, C, pending, 0.23, 170.59, 2023, 9, 281
282, 352.74, 2023-09-25, C, failed, 0.28, 253.97, 2023, 9, 282
283, 356.02, 2023-09-7, A, completed, 0.14, 306.18, 2023, 9, 283
284, 476.86, 2023-09-3, C, pending, 0.1, 429.17, 2023, 9, 284
285, 151.18, 2023-09-16, B, completed, 0.14, 130.01, 2023, 9, 285
286, 327.46, 2023-09-7, A, completed, 0.18, 268.52, 2023, 9, 286
287, 164.74, 2023-09-2, C, failed, 0.12, 144.97, 2023, 9, 287
288, 397.49, 2023-09-20, B, pending, 0.22, 310.04, 2023, 9, 288
289, 131.31, 2023-09-13, C, pending, 0.14, 112.93, 2023, 9, 289
290, 282.24, 2023-09-4, A, failed, 0.11, 251.19, 2023, 9, 290
291, 363.01, 2023-09-30, A, failed, 0.15, 308.56, 2023, 9, 291
292, 261.66, 2023-09-17, A, completed, 0.19, 211.94, 2023, 9, 292
293, 472.0, 2023-09-15, C, failed, 0.16, 396.48, 2023, 9, 293
294, 177.0, 2023-09-5, B, failed, 0.27, 129.21, 2023, 9, 294
295, 174.81, 2023-09-22, C, failed, 0.29, 124.12, 2023, 9, 295
296, 305.33, 2023-09-8, B, failed, 0.19, 247.32, 2023, 9, 296
297, 173.54, 2023-09-4, C, failed, 0.13, 150.98, 2023, 9, 297
298, 202.68, 2023-09-27, A, completed, 0.24, 154.04, 2023, 9, 298
299, 349.97, 2023-09-4, B, completed, 0.23, 269.48, 2023, 9, 299
300, 336.31, 2023-09-29, B, completed, 0.18, 275.77, 2023, 9, 300
301, 367.36, 2023-09-8, C, completed, 0.15, 312.26, 2023, 9, 301
302, 402.54, 2023-09-8, A, completed, 0.28, 289.83, 2023, 9, 302
303, 324.66, 2023-09-6, B, pending, 0.11, 288.95, 2023, 9, 303
304, 471.14, 2023-09-25, C, completed, 0.27, 343.93, 2023, 9, 304
305, 120.12, 2023-09-27, C, completed, 0.21, 94.89, 2023, 9, 305
306, 432.07, 2023-09-22, A, completed, 0.25, 324.05, 2023, 9, 306
307, 140.09, 2023-09-6, C, failed, 0.29, 99.46, 2023, 9, 307
308, 494.79, 2023-09-2, A, pending, 0.11, 440.36, 2023, 9, 308
309, 161.76, 2023-09-7, C, completed, 0.12, 142.35, 2023, 9, 309
310, 264.35, 2023-09-13, C, failed, 0.17, 219.41, 2023, 9, 310
311, 372.44, 2023-09-15, B, failed, 0.13, 324.02, 2023, 9, 311
312, 374.14, 2023-09-13, C, pending, 0.14, 321.76, 2023, 9, 312
313, 111.25, 2023-09-16, A, failed, 0.17, 92.34, 2023, 9, 313
314, 101.38, 2023-09-13, A, failed, 0.25, 76.03, 2023, 9, 314
315, 228.04, 2023-09-2, A, pending, 0.26, 168.75, 2023, 9, 315
316, 305.21, 2023-09-17, C, completed, 0.14, 262.48, 2023, 9, 316
317, 167.82, 2023-09-19, B, completed, 0.26, 124.19, 2023, 9, 317
318, 277.79, 2023-09-17, C, pending, 0.26, 205.56, 2023, 9, 318
319, 448.77, 2023-09-25, B, failed, 0.17, 372.48, 2023, 9, 319
320, 206.24, 2023-09-21, A, pending, 0.16, 173.24, 2023, 9, 320
321, 151.37, 2023-09-12, B, completed, 0.18, 124.12, 2023, 9, 321
322, 264.41, 2023-09-3, A, completed, 0.18, 216.82, 2023, 9, 322
323, 499.86, 2023-09-21, A, failed, 0.18, 409.89, 2023, 9, 323
324, 281.61, 2023-09-16, B, pending, 0.18, 230.92, 2023, 9, 324
325, 238.0, 2023-09-29, A, pending, 0.26, 176.12, 2023, 9, 325
326, 111.71, 2023-09-22, A, completed, 0.24, 84.9, 2023, 9, 326
327, 304.99, 2023-09-13, A, completed, 0.19, 247.04, 2023, 9, 327
328, 487.86, 2023-09-13, B, pending, 0.13, 424.44, 2023, 9, 328
329, 381.66, 2023-09-10, C, completed, 0.19, 309.14, 2023, 9, 329
330, 171.67, 2023-09-23, C, completed, 0.24, 130.47, 2023, 9, 330
331, 120.66, 2023-09-9, C, completed, 0.21, 95.32, 2023, 9, 331
332, 396.79, 2023-09-26, A, failed, 0.17, 329.34, 2023, 9, 332
333, 327.9, 2023-09-5, B, failed, 0.26, 242.65, 2023, 9, 333
334, 324.25, 2023-09-18, A, completed, 0.16, 272.37, 2023, 9, 334
335, 282.33, 2023-09-16, C, completed, 0.2, 225.86, 2023, 9, 335
336, 285.22, 2023-09-12, B, completed, 0.21, 225.32, 2023, 9, 336
337, 425.83, 2023-09-9, C, failed, 0.14, 366.21, 2023, 9, 337
338, 291.03, 2023-09-2, C, failed, 0.14, 250.29, 2023, 9, 338
339, 307.67, 2023-09-8, A, completed, 0.14, 264.6, 2023, 9, 339
340, 187.85, 2023-09-30, A, completed, 0.16, 157.79, 2023, 9, 340
341, 126.32, 2023-09-19, B, completed, 0.2, 101.06, 2023, 9, 341
342, 421.2, 2023-09-4, C, failed, 0.22, 328.54, 2023, 9, 342
343, 325.78, 2023-09-12, A, completed, 0.25, 244.33, 2023, 9, 343
344, 348.19, 2023-09-14, C, completed, 0.3, 243.73, 2023, 9, 344
345, 300.3, 2023-09-27, C, failed, 0.23, 231.23, 2023, 9, 345
346, 239.06, 2023-09-17, B, pending, 0.14, 205.59, 2023, 9, 346
347, 194.64, 2023-09-15, C, pending, 0.11, 173.23, 2023, 9, 347
348, 252.0, 2023-09-6, C, failed, 0.15, 214.2, 2023, 9, 348
